station_code,city_name,lat,long,station_name,year,yearly_rain
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2001,NA
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2002,NA
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2003,434
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2004,NA
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2005,NA
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2006,NA
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2007,NA
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2008,371
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2009,362
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2010,NA
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2011,NA
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2012,NA
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2013,NA
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2014,NA
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2015,NA
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2016,NA
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2017,NA
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2018,NA
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2019,NA
086232,Melbourne,-37.83,144.98,Melbourne Botanical Gardens,2020,13
